CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Pharmacy Service Deficiencies,761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Quality of Life and Care Deficiencies,791,Provide or obtain dental services for each resident.,D,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Nutrition and Dietary Deficiencies,803,"Ensure menus must meet the nutritional needs of residents, be prepared in advance, be followed, be updated, be reviewed by dietician, and meet the needs of the resident.",F,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Nutrition and Dietary Deficiencies,812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Resident Assessment and Care Planning Deficiencies,842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,E,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Infection Control Deficiencies,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-04-25,1,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Resident Assessment and Care Planning Deficiencies,641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2025-04-25,1,Y,Y,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Resident Assessment and Care Planning Deficiencies,657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",F,"Deficient, Provider has date of correction",2025-04-25,1,Y,Y,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2025-03-25,Health,F,Quality of Life and Care Deficiencies,692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2025-04-25,1,Y,Y,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2024-12-20,Health,F,Quality of Life and Care Deficiencies,740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2025-01-20,2,N,Y,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2024-12-20,Health,F,Resident Assessment and Care Planning Deficiencies,842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2025-01-20,2,N,Y,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2020-01-09,Health,F,Resident Rights Deficiencies,578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2020-01-09,Health,F,Resident Rights Deficiencies,625,Notify the resident or the resident’s representative in writing how long the nursing home will hold the resident’s bed in cases of transfer to a hospital or therapeutic leave.,B,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2020-01-09,Health,F,Resident Assessment and Care Planning Deficiencies,638,Assure that each resident’s assessment is updated at least once every 3 months.,D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2020-01-09,Health,F,Quality of Life and Care Deficiencies,684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2020-01-09,Health,F,Nutrition and Dietary Deficiencies,812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",E,"Deficient, Provider has date of correction",2020-02-28,2,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2018-11-15,Health,F,Resident Assessment and Care Planning Deficiencies,656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-12-30,3,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2018-11-15,Health,F,Resident Assessment and Care Planning Deficiencies,658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2018-12-30,3,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215026,POTOMAC VALLEY REHABILITATION AND HEALTHCARE,1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850,2018-11-15,Health,F,Pharmacy Service Deficiencies,755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2018-12-30,3,Y,N,N,N,N,"1235 POTOMAC VALLEY ROAD,ROCKVILLE,MD,20850",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-10-17,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2025-12-05,1,N,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-10-17,Health,F,Infection Control Deficiencies,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-12-05,1,N,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,573,Let each resident or the resident's legal representative access or purchase copies of all the resident's records.,D,"Deficient, Provider has date of correction",2025-06-11,1,N,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Administration Deficiencies,840,Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.,D,"Deficient, Provider has date of correction",2025-06-11,1,N,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,558,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,622,Not transfer or discharge a resident without an adequate reason; and must provide documentation and convey specific information  when a resident is transferred or discharged.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,623,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Quality of Life and Care Deficiencies,677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Quality of Life and Care Deficiencies,690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Nursing and Physician Services Deficiencies,732,Post nurse staffing information every day.,B,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Pharmacy Service Deficiencies,757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Nutrition and Dietary Deficiencies,800,"Provide each resident with a nourishing, palatable, well-balanced diet that meets his or her daily nutritional and special dietary needs.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Nutrition and Dietary Deficiencies,804,"Ensure food and drink is palatable, attractive, and at a safe and appetizing temperature.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Nutrition and Dietary Deficiencies,812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Administration Deficiencies,838,Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations (including nights and weekends) and emergencies.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Infection Control Deficiencies,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Rights Deficiencies,584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Assessment and Care Planning Deficiencies,641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Assessment and Care Planning Deficiencies,656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Assessment and Care Planning Deficiencies,657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",E,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Assessment and Care Planning Deficiencies,658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Quality of Life and Care Deficiencies,688,"Provide appropriate care for a resident to maintain and/or improve range of motion (ROM), limited ROM and/or mobility, unless a decline is for a medical reason.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Resident Assessment and Care Planning Deficiencies,842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Environmental Deficiencies,908,Keep all essential equipment working safely.,D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2025-04-28,Health,F,Environmental Deficiencies,909,"Regularly inspect all bed frames, mattresses, and bed rails (if any) for safety; and all bed rails and mattresses must attach safely to the bed frame.",D,"Deficient, Provider has date of correction",2025-06-11,1,Y,Y,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2021-03-26,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2021-05-06,2,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2021-03-26,Health,F,Resident Rights Deficiencies,623,"Provide timely notification to the resident, and if applicable to the resident representative and ombudsman, before transfer or discharge, including appeal rights.",D,"Deficient, Provider has date of correction",2021-05-06,2,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,8700 JONES MILL ROAD,CHEVY CHASE,MD,20815,2021-03-26,Health,F,Resident Assessment and Care Planning Deficiencies,641,Ensure each resident receives an accurate assessment.,B,"Deficient, Provider has date of correction",2021-05-06,2,Y,N,N,N,N,"8700 JONES MILL ROAD,CHEVY CHASE,MD,20815",2026-02-01
