CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Quality of Life and Care Deficiencies,690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Quality of Life and Care Deficiencies,693,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Pharmacy Service Deficiencies,755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Pharmacy Service Deficiencies,758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Pharmacy Service Deficiencies,761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Nutrition and Dietary Deficiencies,802,Provide sufficient support personnel to safely and effectively carry out the functions of the food and nutrition service.,E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Nutrition and Dietary Deficiencies,803,"Ensure menus must meet the nutritional needs of residents, be prepared in advance, be followed, be updated, be reviewed by dietician, and meet the needs of the resident.",E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Nutrition and Dietary Deficiencies,812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,2022-10-03,Health,F,Infection Control Deficiencies,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2022-11-04,3,Y,N,N,N,N,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-02-01
055739,SALINAS VALLEY POST ACUTE,637 EAST ROMIE LANE,SALINAS,CA,93901,2025-07-02,Health,F,Quality of Life and Care Deficiencies,689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2025-08-01,1,N,Y,N,N,N,"637 EAST ROMIE LANE,SALINAS,CA,93901",2026-02-01
